id,url,ja,zh_cn,zh_tw,en,note,source
uncensored-rk,https://www.busfan.club/uncensored/genre/rk,コンビニ,便利店,便利店,コンビニ,,avsox;javbus
uncensored-88,https://www.busfan.club/uncensored/genre/88,コート,大衣,大衣,コート,,avsox;javbus
6b,https://www.busfan.club/genre/6b,ゴシックロリータ,哥特萝莉,哥德蘿莉,GothLoli,,javbus
a4za,https://www.b49t.com/cn/vl_genre.php?g=a4za,ゴスロリ,歌德萝莉,歌德蘿莉,Lolita Gothic,,javlib
a4vq,https://www.b49t.com/cn/vl_genre.php?g=a4vq,サイコ、スリラー,心理、惊悚片,心理、驚悚片,"Psycho, Thriller",,javlib
fa,https://www.busfan.club/genre/fa,サイコ・スリラー,心理惊悚片,サイコ・スリラー,サイコ・スリラー,,javbus
a4rq,https://www.b49t.com/cn/vl_genre.php?g=a4rq,サスペンス,悬疑,懸疑,Suspense,,javlib
f9,https://www.busfan.club/genre/f9,サンプル動画,示例影片,サンプル動画,サンプル動画,,javbus
a5aa,https://www.b49t.com/cn/vl_genre.php?g=a5aa,シスター,修女,修女,Nun,,javlib
2h,https://www.busfan.club/genre/2h,シックスナイン,69,69,69,,jav321;javbus;javlib
arha,https://www.b49t.com/cn/vl_genre.php?g=arha,シミュレーション,模拟,模擬,Simulation,,javlib
uncensored-3q,https://www.busfan.club/uncensored/genre/3q,シャワー,淋浴,淋浴,シャワー,,avsox;javbus;javlib
4y,https://www.busfan.club/genre/4y,ショタ,正太控,正太控,Shotacon,,jav321;javbus;javlib
uncensored-17h,https://www.busfan.club/uncensored/genre/17h,ジーンズ,牛仔裤,牛仔褲,ジーンズ,,avsox;javbus
1a,https://www.busfan.club/genre/1a,スカトロ,粪便,糞便,Scat,,jav321;javbus;javlib
na,https://www.b49t.com/cn/vl_genre.php?g=na,スクール水着,学校泳装,學校泳裝,School Swimsuit,,javlib
uncensored-3y,https://www.busfan.club/uncensored/genre/3y,スタイル抜群,风格出众,風格出眾,スタイル抜群,,avsox;javbus
uncensored-mr,https://www.busfan.club/uncensored/genre/mr,スタッフ,工作人员,工作人員,スタッフ,,avsox;javbus
2l,https://www.busfan.club/genre/2l,スチュワーデス,空姐,空中小姐,Stewardess,,jav321;javbus;javlib
uncensored-gre050,https://www.busfan.club/uncensored/genre/gre050,ストッキング,连裤袜,連褲襪,ストッキング,,avsox;javbus
uncensored-e5,https://www.busfan.club/uncensored/genre/e5,ストレス,压力,壓力,ストレス,,avsox;javbus
e8,https://www.busfan.club/genre/e8,スパンキング,打屁股,スパンキング,スパンキング,,avsox;javbus
4d,https://www.busfan.club/genre/4d,スポーツ,运动,運動,Sports,,jav321;javbus;javlib
77,https://www.busfan.club/genre/77,スマホ専用縦動画,手机视频,スマホ専用縦動画,Special Smartphone Vertical Video,,javbus
81,https://www.busfan.club/genre/81,スマホ推奨縦動画,手机视频,為智能手機推薦垂直視頻,Recommended vertical video for smartphone,,jav321;javbus
1f,https://www.busfan.club/genre/1f,スレンダー,苗条,苗條,Slender,,avsox;jav321;javbus;javlib
e9,https://www.busfan.club/genre/e9,スワッピング・夫婦交換,交换伴侣,スワッピング・夫婦交換,スワッピング・夫婦交換,或者'易内'，但是感觉不是那么好理解,javbus
uncensored-gre060,https://www.busfan.club/uncensored/genre/gre060,スーツ,套装,套裝,スーツ,,avsox;javbus
eh,https://www.busfan.club/genre/eh,セクシー,性感,セクシー,セクシー,,avsox;jav321;javbus;javlib
uncensored-gre058,https://www.busfan.club/uncensored/genre/gre058,セクシーランジェリー,情趣内衣,情趣內衣,セクシーランジェリー,,avsox;javbus
82,https://www.busfan.club/genre/82,セット商品,设置项目,設置項目,Set items,TODO,javbus
uncensored-7z,https://www.busfan.club/uncensored/genre/7z,セフレ,性伴侣,性伴侶,セフレ,,avsox;javbus
eo,https://www.busfan.club/genre/eo,セレブ,名流,セレブ,セレブ,,avsox;javbus
uncensored-vx,https://www.busfan.club/uncensored/genre/vx,セーター,毛衣,毛衣,セーター,,avsox;javbus
m,https://www.busfan.club/genre/m,セーラー服,水手服,水手服,Sailor Uniform,,avsox;jav321;javbus;javlib
uncensored-gre147,https://www.busfan.club/uncensored/genre/gre147,ソファ,沙发,沙發,ソファ,,avsox;javbus
uncensored-gre148,https://www.busfan.club/uncensored/genre/gre148,ソープ,浴室,浴室,ソープ,,avsox;javbus
a4qq,https://www.b49t.com/cn/vl_genre.php?g=a4qq,タッチタイピング,触摸打字,觸摸打字,Touch Typing,,javlib
uncensored-gre115,https://www.busfan.club/uncensored/genre/gre115,タマ舐め,舔蛋蛋,舔蛋蛋,タマ舐め,,avsox;javbus
uncensored-u4,https://www.busfan.club/uncensored/genre/u4,タレント,艺人,高手,タレント,,avsox;javbus;javlib
3c,https://www.busfan.club/genre/3c,ダンス,跳舞,跳舞,Dance,,jav321;javbus;javlib
85,https://www.busfan.club/genre/85,ダーク系,黑暗系统,黑暗系統,Dark system,,jav321;javbus;javlib
f2,https://www.busfan.club/genre/f2,チアガール,啦啦队女孩,チアガール,チアガール,,javbus
uncensored-1d3,https://www.busfan.club/uncensored/genre/1d3,チアリーダー,啦啦队,啦啦隊,Chearleaders,,avsox;javbus
k,https://www.busfan.club/genre/k,チャイナドレス,旗袍,旗袍,Chinese Dress,,jav321;javbus;javlib
57,https://www.busfan.club/genre/57,ツンデレ,蛮横娇羞,蠻橫嬌羞,TSUNDERE,,jav321;javbus;javlib
uncensored-gre137,https://www.busfan.club/uncensored/genre/gre137,テレフォンセックス,电话,電話,テレフォンセックス,,avsox;javbus
uncensored-x4,https://www.busfan.club/uncensored/genre/x4,テーブル,桌子,桌子,テーブル,,avsox;javbus
ew,https://www.busfan.club/genre/ew,ディルド,假阳具,ディルド,ディルド,,avsox;javbus
6o,https://www.busfan.club/genre/6o,デカチン・巨根,巨根,デカチン・巨根,Huge Dick - Large Dick,,jav321;javbus
uncensored-gre080,https://www.busfan.club/uncensored/genre/gre080,デカマラ,巨大阳具,巨大陽具,デカマラ,,avsox;javbus
31,https://www.busfan.club/genre/31,デジモ,数位马赛克,數位馬賽克,Digital Mosaic,有码分类下面还有不带马赛克的吗？删掉这个标签,jav321;javbus;javlib
aylq,https://www.b49t.com/cn/vl_genre.php?g=aylq,デビュー作,首次亮相,首次亮相,Debut,,javlib
33,https://www.busfan.club/genre/33,デビュー作品,首次亮相,首次亮相,Debut,,jav321;javbus;javlib
uncensored-3r,https://www.busfan.club/uncensored/genre/3r,デリヘル嬢,视讯小姐,視訊小姐,デリヘル嬢,,avsox;javbus
e5,https://www.busfan.club/genre/e5,デート,约会,デート,デート,,avsox;javbus
uncensored-gre149,https://www.busfan.club/uncensored/genre/gre149,トイレ,厕所,廁所,トイレ,,avsox;javbus
uncensored-gre133,https://www.busfan.club/uncensored/genre/gre133,ドM,受虐,受虐,ドM,,avsox;javbus
2n,https://www.busfan.club/genre/2n,ドキュメンタリー,纪录片,纪录片,Documentary,,jav321;javbus
arda,https://www.b49t.com/cn/vl_genre.php?g=arda,ドキュメント,纪录片,紀錄片,Documentary,,javlib
uncensored-gre006,https://www.busfan.club/uncensored/genre/gre006,ドキュメント/実録,实拍,實拍,ドキュメント/実録,,avsox;javbus
uncensored-m3,https://www.busfan.club/uncensored/genre/m3,ドッキリ,恶作剧,惡作劇,ドッキリ,,avsox;javbus
1l,https://www.busfan.club/genre/1l,ドラッグ,药物,藥物,Drugs,,jav321;javbus;javlib
4u,https://www.busfan.club/genre/4u,ドラマ,戏剧,戲劇,Drama,,jav321;javbus;javlib
uncensored-gre004,https://www.busfan.club/uncensored/genre/gre004,ドラマ・ストーリー,剧情,劇情,Drama,,avsox;javbus
uncensored-f8,https://www.busfan.club/uncensored/genre/f8,ドレス,晚礼服,晚禮服,ドレス,,avsox;javbus
5b,https://www.busfan.club/genre/5b,ドール,娃娃,娃娃,Doll,,jav321;javbus;javlib
uncensored-w,https://www.busfan.club/uncensored/genre/w,ナンパ,搭讪,搭訕,ナンパ,,avsox;jav321;javbus;javlib
2g,https://www.busfan.club/genre/2g,ニューハーフ,变性人,變性者,Transsexual,,avsox;jav321;javbus;javlib
5c,https://www.busfan.club/genre/5c,ニーソックス,及膝袜,及膝襪,Knee-High Socks,,jav321;javbus;javlib
aqha,https://www.b49t.com/cn/vl_genre.php?g=aqha,ネコミミ,猫耳女,貓耳女,Catgirl,,javlib
4n,https://www.busfan.club/genre/4n,ネコミミ・獣系,猫耳女,貓耳女,Animal Ears,,jav321;javbus
uncensored-1dd,https://www.busfan.club/uncensored/genre/1dd,ネコ目美人,猫眼,貓眼,Cat's Eyes,,avsox;javbus
en,https://www.busfan.club/genre/en,ノーパン,不穿内裤,ノーパン,ノーパン,,avsox;javbus
ej,https://www.busfan.club/genre/ej,ノーブラ,不戴胸罩,ノーブラ,ノーブラ,,avsox;javbus
a5lq,https://www.b49t.com/cn/vl_genre.php?g=a5lq,ノーマル,正常,正常,Normal,,javlib
e0,https://www.busfan.club/genre/e0,ハイクオリティVR,高品质VR,ハイクオリティVR,ハイクオリティVR,,javbus
4o,https://www.busfan.club/genre/4o,ハイビジョン,高清,高畫質,Hi-Def,,jav321;javbus
a4ta,https://www.b49t.com/cn/vl_genre.php?g=a4ta,ハットタイプ,帽型,帽型,Hat Type,,javlib
1g,https://www.busfan.club/genre/1g,ハメ撮り,第一人称摄影,第一人稱攝影,POV,,avsox;jav321;javbus;javlib
uncensored-gre105,https://www.busfan.club/uncensored/genre/gre105,ハード系,打飞机,打飛機,ハード系,,avsox;javbus
uncensored-1dp,https://www.busfan.club/uncensored/genre/1dp,ハーフ美女,混血,混血,Mixed Race,,avsox;javbus
6s,https://www.busfan.club/genre/6s,ハーレム,后宫,ハーレム,ハーレム,,jav321;javbus
6,https://www.busfan.club/genre/6,バイブ,按摩棒,按摩棒,Vibrator,,avsox;jav321;javbus;javlib
uncensored-o8,https://www.busfan.club/uncensored/genre/o8,バス,公交车,公交車,バス,,avsox;javbus
2o,https://www.busfan.club/genre/2o,バスガイド,车掌小姐,車掌小姐,Bus Tour Guide,,jav321;javbus;javlib
ed,https://www.busfan.club/genre/ed,バック,后入式,バック,バック,,avsox;javbus
uncensored-v4,https://www.busfan.club/uncensored/genre/v4,バック中出し,后入内射,後入內射,Creampie-doggy,,avsox;javbus
4p,https://www.busfan.club/genre/4p,バニーガール,兔女郎,兔女郎,Bunny Girl,,jav321;javbus;javlib
1s,https://www.busfan.club/genre/1s,パイズリ,乳交,乳交,Titty Fuck,,avsox;jav321;javbus;javlib
22,https://www.busfan.club/genre/22,パイパン,无毛,無毛,Shaved Pussy,,avsox;jav321;javbus;javlib
uncensored-14,https://www.busfan.club/uncensored/genre/14,パジャマ,睡衣,睡衣,パジャマ,,avsox;javbus
2j,https://www.busfan.club/genre/2j,パラダイスTV,天堂TV,天堂TV,Paradise TV,JavBus把发行商'パラダイステレビ'翻译为天堂TV。你这还不如不要翻译,javbus
a4pq,https://www.b49t.com/cn/vl_genre.php?g=a4pq,パロディ,滑稽模仿,滑稽模仿,Parody,,javlib
28,https://www.busfan.club/genre/28,パンスト,连裤袜,連褲襪,Pantyhose,,jav321;javbus;javlib
uncensored-117,https://www.busfan.club/uncensored/genre/117,パンスト破き・切り,扯破连裤袜,扯破連褲襪,tearing pantyhose,,avsox;javbus
50,https://www.busfan.club/genre/50,パンチラ,内衣,內衣,Panty Shot,,avsox;jav321;javbus;javlib
uncensored-gre057,https://www.busfan.club/uncensored/genre/gre057,ビキニ,比基尼,比基尼,ビキニ,,avsox;javbus
f1,https://www.busfan.club/genre/f1,ビジネススーツ,职业装,ビジネススーツ,ビジネススーツ,,javbus
7t,https://www.busfan.club/genre/7t,ビッチ,ビッチ,ビッチ,ビッチ,这个词感觉用英文比较达意,javbus
uncensored-ui,https://www.busfan.club/uncensored/genre/ui,ピチピチ,鬼混,鬼混,ピチピチ,,avsox;javbus
7z,https://www.busfan.club/genre/7z,ファンタジー,幻想,幻想,Fantasy,,javbus
6p,https://www.busfan.club/genre/6p,ファン感謝・訪問,感谢祭,ファン感謝・訪問,Fan Appreciation/ Home Visit,,jav321;javbus;javlib
3l,https://www.busfan.club/genre/3l,フィスト,拳交,拳交,Fisting,,jav321;javbus;javlib
uncensored-bd,https://www.busfan.club/uncensored/genre/bd,フェチ,恋物癖,戀物癖,フェチ,,avsox;javbus;javlib
1o,https://www.busfan.club/genre/1o,フェラ,口交,口交,Blowjob,,avsox;jav321;javbus;javlib
a5mq,https://www.b49t.com/cn/vl_genre.php?g=a5mq,フランス,法国,法國,France,,javlib
a5dq,https://www.b49t.com/cn/vl_genre.php?g=a5dq,フリーター,飞特族,飛特族,Freeter,,javlib
uncensored-gre153,https://www.busfan.club/uncensored/genre/gre153,ブルマ,运动短裤,ブルマ,ブルマ,,javbus;javlib
uncensored-gre159,https://www.busfan.club/uncensored/genre/gre159,ブレザー,西装,西裝,Blazer,,javbus;javlib
uncensored-3a,https://www.busfan.club/uncensored/genre/3a,プール,游泳池,游泳池,プール,,avsox;javbus
e1,https://www.busfan.club/genre/e1,ヘルス・ソープ,泡沫浴,ヘルス・ソープ,ヘルス・ソープ,,javbus;javlib
uncensored-gre143,https://www.busfan.club/uncensored/genre/gre143,ベスト、総集編,最佳合集,最佳合集,ベスト、総集編,,avsox;javbus;javlib
2,https://www.busfan.club/genre/2,ベスト・総集編,合集,合集,Compilation,,jav321;javbus
uncensored-103,https://www.busfan.club/uncensored/genre/103,ベッド,床,床,ベッド,,avsox;javbus
uncensored-140,https://www.busfan.club/uncensored/genre/140,ベランダ,阳台,陽台,Porch,,avsox;javbus
uncensored-gre063,https://www.busfan.club/uncensored/genre/gre063,ペニパン,阳具腰带,陽具腰帶,ペニパン,,avsox;javbus
e2,https://www.busfan.club/genre/e2,ホテル,酒店,ホテル,ホテル,,avsox;javbus
5z,https://www.busfan.club/genre/5z,ホラー,恐怖,恐怖,Horror,,jav321;javbus;javlib
1w,https://www.busfan.club/genre/1w,ボディコン,身体意识,身體意識,Tight Dress,,jav321;javbus;javlib
d,https://www.busfan.club/genre/d,ボンテージ,紧缚,緊縛,Bondage,,avsox;jav321;javbus;javlib
7j,https://www.busfan.club/genre/7j,ボーイズラブ,耽美,ボーイズラブ,BL,,jav321;javbus
4c,https://www.busfan.club/genre/4c,ポルチオ,子宫颈,子宮頸,G-Spot,,jav321;javbus;javlib
uncensored-hm,https://www.busfan.club/uncensored/genre/hm,マイクロビキニ,极小比基尼,極小比基尼,マイクロビキニ,,avsox;javbus
45,https://www.busfan.club/genre/45,マッサージ,按摩,按摩,Massage,,avsox;jav321;javbus;javlib
uncensored-gre036,https://www.busfan.club/uncensored/genre/gre036,ママ,妈妈,媽媽,ママ,,avsox;javbus
f3,https://www.busfan.club/genre/f3,ママ友,妈妈的朋友,ママ友,ママ友,,javbus
uncensored-gre101,https://www.busfan.club/uncensored/genre/gre101,マングリ返し,打桩机,打樁機,マングリ返し,,avsox;javbus
uncensored-11l,https://www.busfan.club/uncensored/genre/11l,マンコ2本挿し,插两根,插兩根,two cocks in one pussy,,avsox;javbus
uncensored-122,https://www.busfan.club/uncensored/genre/122,マンコに食物入れ,阴道放入食物,陰道放入食物,food in pussy,,avsox;javbus
uncensored-11a,https://www.busfan.club/uncensored/genre/11a,マンコぶっかけ,射在外阴,射在外陰,Pussy Bukkake,,avsox;javbus
uncensored-gre009,https://www.busfan.club/uncensored/genre/gre009,マンネリ,淫荡,淫蕩,マンネリ,,avsox;javbus
uncensored-gre117,https://www.busfan.club/uncensored/genre/gre117,マン屁,阴屁,陰屁,マン屁,,avsox;javbus
i,https://www.busfan.club/genre/i,ミニスカ,迷你裙,迷你裙,Miniskirt,,jav321;javbus;javlib
uncensored-1bx,https://www.busfan.club/uncensored/genre/1bx,ミニスカポリス,迷你裙警察,警察,Police,,avsox;jav321;javbus;javlib
uncensored-gre059,https://www.busfan.club/uncensored/genre/gre059,ミニスカート,迷你裙,迷你裙,ミニスカート,,avsox;javbus;javlib
83,https://www.busfan.club/genre/83,ミニ系,迷你系列,迷你係列,Mini series,,jav321;javbus;javlib
3k,https://www.busfan.club/genre/3k,ミニ系・小柄,娇小的,嬌小的,Short & Petite,,javbus
uncensored-13,https://www.busfan.club/uncensored/genre/13,メイド,女仆,女僕,Maid,,avsox;jav321;javbus;javlib
34,https://www.busfan.club/genre/34,モデル,模特,模特兒,Model,,jav321;javbus;javlib
uncensored-gre029,https://www.busfan.club/uncensored/genre/gre029,モデル系,模特,模特,モデル系,,avsox;javbus
ex,https://www.busfan.club/genre/ex,ヨガ,瑜伽,ヨガ,ヨガ,,javbus
fb,https://www.busfan.club/genre/fb,ラブコメ,爱情喜剧,ラブコメ,ラブコメ,,javbus
a5pq,https://www.b49t.com/cn/vl_genre.php?g=a5pq,ラブストーリー,爱情故事,愛情故事,Love Story,,javlib
uncensored-gre145,https://www.busfan.club/uncensored/genre/gre145,ラブホ,爱情旅馆,愛情旅館,ラブホ,,avsox;javbus
a4ka,https://www.b49t.com/cn/vl_genre.php?g=a4ka,ラブロマンス,爱情浪漫,愛情浪漫,Love Romance,,javlib
v,https://www.busfan.club/genre/v,ランジェリー,内衣,內衣,Lingerie,,jav321;javbus;javlib
uncensored-wz,https://www.busfan.club/uncensored/genre/wz,リボン,丝带,絲帶,リボン,,avsox;javbus
4i,https://www.busfan.club/genre/4i,ルーズソックス,泡泡袜,泡泡襪,Loose Socks,,jav321;javbus;javlib
ne,https://www.b49t.com/cn/vl_genre.php?g=ne,レイプ,强奸,強姦,Rape,,javlib
3a,https://www.busfan.club/genre/3a,レオタード,紧身衣,緊身衣,Leotards,,avsox;jav321;javbus;javlib
uncensored-17y,https://www.busfan.club/uncensored/genre/17y,レギンス,打底裤,打底褲,レギンス,,avsox;javbus
1d,https://www.busfan.club/genre/1d,レズ,女同性恋,女同性戀,Lesbian,,avsox;jav321;javbus;javlib
4a,https://www.busfan.club/genre/4a,レズキス,女同接吻,女同接吻,Lesbian Kissing,,jav321;javbus;javlib
21,https://www.busfan.club/genre/21,レースクィーン,赛车女郎,賽車女郎,Race Queen,,jav321;javbus;javlib
uncensored-gre027,https://www.busfan.club/uncensored/genre/gre027,ロリ,萝莉,蘿莉,ロリ,,avsox;javbus
w,https://www.busfan.club/genre/w,ロリ系,萝莉,蘿莉塔,Lolicon,,javbus;javlib
3z,https://www.busfan.club/genre/3z,ローション,润滑剂,乳液,Lotion,,avsox;jav321;javbus;javlib
uncensored-34,https://www.busfan.club/uncensored/genre/34,ローター,电动阳具,電動陽具,ローター,,avsox;jav321;javbus;javlib
uncensored-sl,https://www.busfan.club/uncensored/genre/sl,ロープ,绳子,繩子,ロープ,,avsox;javbus
uncensored-16w,https://www.busfan.club/uncensored/genre/16w,ワンピース,连衣裙,連衣裙,ワンピース,,avsox;javbus
uncensored-wd,https://www.busfan.club/uncensored/genre/wd,一泊,住一宿,住一宿,一泊,,avsox;javbus
uncensored-43,https://www.busfan.club/uncensored/genre/43,上司,上司,上司,上司,,avsox;javbus
uncensored-5x,https://www.busfan.club/uncensored/genre/5x,下着,内衣,內衣,下着,,avsox;javbus
3g,https://www.busfan.club/genre/3g,不倫,通奸,通姦,Adultery,,avsox;jav321;javbus;javlib
uncensored-gre016,https://www.busfan.club/uncensored/genre/gre016,不倫・浮気,不忠,不忠,不倫・浮気,,avsox;javbus
uncensored-gre084,https://www.busfan.club/uncensored/genre/gre084,中出し,内射,內射,Creampie,,avsox;jav321;javbus;javlib
uncensored-12p,https://www.busfan.club/uncensored/genre/12p,中出しクスコ覗き,内射观察,內射觀察,Peeping Pussy,,avsox;javbus
uncensored-11p,https://www.busfan.club/uncensored/genre/11p,中出し精液抱上げ垂流し,精液流出,精液流出,air sperm discharge,,avsox;javbus
uncensored-134,https://www.busfan.club/uncensored/genre/134,中出し精液潮混合噴射,内射潮吹,內射潮吹,Mixed juice jet,,avsox;javbus
uncensored-gre037,https://www.busfan.club/uncensored/genre/gre037,主婦,主妇,主婦,主婦,,avsox;javbus
4m,https://www.busfan.club/genre/4m,主観,主观视角,主觀視角,POV,,jav321;javbus;javlib
1j,https://www.busfan.club/genre/1j,乱交,乱交,濫交,Orgy,,avsox;jav321;javbus;javlib
uncensored-gre024,https://www.busfan.club/uncensored/genre/gre024,人妻,人妻,人妻,人妻,,avsox;jav321;javbus;javlib
uncensored-2d,https://www.busfan.club/uncensored/genre/2d,人気シリーズ,人气系列,人氣系列,人気シリーズ,,avsox;javbus
uncensored-14d,https://www.busfan.club/uncensored/genre/14d,人生初中出し,首次内射,首次內射,first creampie,,avsox;javbus
uncensored-gre042,https://www.busfan.club/uncensored/genre/gre042,介護士,看护,看護,介護士,,avsox;javbus
aqea,https://www.b49t.com/cn/vl_genre.php?g=aqea,令嬢,女儿,女兒,Daughter,,javlib
uncensored-f7,https://www.busfan.club/uncensored/genre/f7,仮面,面具,面具,仮面,,avsox;javbus
11,https://www.busfan.club/genre/11,企画,企画,企畫,Variety,,jav321;javbus;javlib
uncensored-1z,https://www.busfan.club/uncensored/genre/1z,企画物,企划物,企劃物,企画物,,avsox;javbus
uncensored-4z,https://www.busfan.club/uncensored/genre/4z,会社,公司,公司,会社,,avsox;javbus
uncensored-zu,https://www.busfan.club/uncensored/genre/zu,住宅,住宅,住宅,住宅,,avsox;javbus
y,https://www.busfan.club/genre/y,体操着・ブルマ,体育服,體育服,Gym Clothes,,jav321;javbus
84,https://www.busfan.club/genre/84,体験告白,体验忏悔,體驗懺悔,Experience confession,,javbus
uncensored-r5,https://www.busfan.club/uncensored/genre/r5,保健室,保健室,保健室,保健室,,avsox;javbus
uncensored-gre015,https://www.busfan.club/uncensored/genre/gre015,借金,借款,借款,借金,,avsox;javbus
uncensored-uc,https://www.busfan.club/uncensored/genre/uc,側位中出し,侧位内射,側位內射,creampie-duck neck,,avsox;javbus
aqnq,https://www.b49t.com/cn/vl_genre.php?g=aqnq,催眠,催眠,催眠,Hypnosis,,javlib
4b,https://www.busfan.club/genre/4b,催眠・洗脳,催眠,催眠,Hypnotism,,jav321;javbus
uncensored-gre034,https://www.busfan.club/uncensored/genre/gre034,元カレ,男友,男友,元カレ,,avsox;javbus
uncensored-jk,https://www.busfan.club/uncensored/genre/jk,先生,老师,老師,先生,,avsox;javbus
uncensored-mx,https://www.busfan.club/uncensored/genre/mx,全裸,全裸,全裸,全裸,,avsox;javbus;javlib
uncensored-1c2,https://www.busfan.club/uncensored/genre/1c2,全身ローション,润滑油,潤滑油,Lotion,,avsox;javbus
uncensored-gre112,https://www.busfan.club/uncensored/genre/gre112,全身痙攣,痉挛,痙攣,全身痙攣,,avsox;javbus
uncensored-17s,https://www.busfan.club/uncensored/genre/17s,八重歯,虎牙,虎牙,八重歯,,avsox;javbus
uncensored-4m,https://www.busfan.club/uncensored/genre/4m,公園,公园,公園,公園,,avsox;javbus
uncensored-zj,https://www.busfan.club/uncensored/genre/zj,公衆便所,公共厕所,公共廁所,公衆便所,,avsox;javbus
uncensored-vr,https://www.busfan.club/uncensored/genre/vr,再会,再会,再會,再会,,avsox;javbus
b4,https://www.b49t.com/cn/vl_genre.php?g=b4,凌辱,凌辱,凌辱,Abuse,,javlib
41,https://www.busfan.club/genre/41,処女,处女,處女,Virgin,,jav321;javbus;javlib
uncensored-eu,https://www.busfan.club/uncensored/genre/eu,出張,出差,出差,出張,,avsox;javbus
uncensored-gre033,https://www.busfan.club/uncensored/genre/gre033,初AV,新手,新手,初AV,,avsox;javbus
uncensored-t9,https://www.busfan.club/uncensored/genre/t9,初登場,处女作,處女作,初登場,,avsox;javbus
uncensored-gre003,https://www.busfan.club/uncensored/genre/gre003,初裏,首次,首次,初裏,,avsox;javbus
uncensored-40,https://www.busfan.club/uncensored/genre/40,初裏作品,首次作品,首次作品,初裏作品,,avsox;javbus
uncensored-9p,https://www.busfan.club/uncensored/genre/9p,別荘,别墅,別墅,別荘,,avsox;javbus
3i,https://www.busfan.club/genre/3i,制服,制服,制服,Uniform,,avsox;jav321;javbus;javlib
uncensored-gre106,https://www.busfan.club/uncensored/genre/gre106,剃毛,剃毛,剃毛,Shave,,avsox;javbus
6q,https://www.busfan.club/genre/6q,動画,动画,動画,動画,'動画'更偏向于电影、视频的意思，而且这个分类下面没有影片,javbus
uncensored-ap,https://www.busfan.club/uncensored/genre/ap,卑猥,下流,下流,卑猥,,avsox;javbus
f,https://www.busfan.club/genre/f,単体作品,单体作品,單體作品,Featured Actress,,jav321;javbus;javlib
51,https://www.busfan.club/genre/51,即ハメ,即插,立即口交,Quickie,,avsox;jav321;javbus;javlib
6l,https://www.busfan.club/genre/6l,原作コラボ,原作真人版,原作コラボ,Original Collaboration,,jav321;javbus;javlib
azga,https://www.b49t.com/cn/vl_genre.php?g=azga,友情,友谊,友誼,Friendship,,javlib
uncensored-18t,https://www.busfan.club/uncensored/genre/18t,友達,朋友,朋友,友達,,avsox;javbus
es,https://www.busfan.club/genre/es,叔母さん,叔母阿姨,叔母さん,叔母さん,,javbus
ei,https://www.busfan.club/genre/ei,受付嬢,接待小姐,受付嬢,受付嬢,,javbus
uncensored-gre089,https://www.busfan.club/uncensored/genre/gre089,口内発射,口内射精,口內射精,口内発射,,avsox;javbus
uncensored-gre116,https://www.busfan.club/uncensored/genre/gre116,口射,口射,口射,口射,,avsox;javbus
uncensored-11i,https://www.busfan.club/uncensored/genre/11i,吊り下げ・磔,悬挂,懸掛,Hung ceiling,,avsox;javbus
uncensored-m8,https://www.busfan.club/uncensored/genre/m8,同僚,同事,同事,同僚,,avsox;javbus
uncensored-6f,https://www.busfan.club/uncensored/genre/6f,和室,和室,和室,和室,,avsox;javbus
aqga,https://www.b49t.com/cn/vl_genre.php?g=aqga,和服、喪服,和服、丧服,和服、喪服,"Kimono, Mourning",,javlib
12,https://www.busfan.club/genre/12,和服・浴衣,和服・浴衣,和服・喪服,KIMONO,,jav321;javbus
uncensored-1cv,https://www.busfan.club/uncensored/genre/1cv,唾液を飲む,喝口水,喝口水,saliva,,avsox;javbus
uncensored-du,https://www.busfan.club/uncensored/genre/du,喪服,丧服,喪服,喪服,,avsox;javbus
uncensored-7d,https://www.busfan.club/uncensored/genre/7d,土下座,跪求,跪求,土下座,,avsox;javbus
uncensored-13k,https://www.busfan.club/uncensored/genre/13k,地下室,地下室,地下室,Basement,,avsox;javbus
uncensored-29,https://www.busfan.club/uncensored/genre/29,変態,变态,變態,変態,,avsox;javbus
uncensored-wo,https://www.busfan.club/uncensored/genre/wo,変態プレイ,变态游戏,變態遊戲,変態プレイ,,avsox;javbus
6f,https://www.busfan.club/genre/6f,変身ヒロイン,超级女英雄,超級女英雄,Super Heroine,,jav321;javbus
uncensored-5d,https://www.busfan.club/uncensored/genre/5d,大学生,大学生,大學生,大学生,,avsox;javbus
uncensored-gre119,https://www.busfan.club/uncensored/genre/gre119,大量潮吹き,大量潮吹,大量潮吹,大量潮吹き,,avsox;javbus
uncensored-124,https://www.busfan.club/uncensored/genre/124,太腿に精液,射在大腿,射在大腿,cum on Thigh,,avsox;javbus
uncensored-yg,https://www.busfan.club/uncensored/genre/yg,夫,丈夫,丈夫,夫,,avsox;javbus
uncensored-bm,https://www.busfan.club/uncensored/genre/bm,夫婦,夫妇,夫婦,夫婦,,avsox;javbus
uncensored-gre118,https://www.busfan.club/uncensored/genre/gre118,失禁,失禁,失禁,失禁,,avsox;javbus
uncensored-nc,https://www.busfan.club/uncensored/genre/nc,奉仕,服侍,服侍,奉仕,,avsox;javbus
eg,https://www.busfan.club/genre/eg,女上司,女上司,女上司,女上司,,javbus
uncensored-14l,https://www.busfan.club/uncensored/genre/14l,女体盛り,女体盛,女體盛,Foods on Body,,avsox;javbus
